uai;nom_etablissement;lattitude;ips;total_eleves_hors_segpa_ulis;total_eleves_segpa;total_eleves_ulis;pourcentage_filles
0941099J;Collège Rosa Parks;48.81370212196632;92.0;482;0;0;48.42329562719933305800
0100947A;Collège Pierre et François Pithou;48.3075441897081;86.5;490;0;8;47.64592675254325821300
0950939E;Collège Léon Blum;49.00420536347406;72.1;525;52;12;50.65999291496480878800
0880045W;Collège Alphonse Cytère;48.35301560900074;93.1;497;0;16;55.83491995099869999300
0133775H;Collège Marie Laurencin;43.32037096854043;75.4;292;0;13;45.34477029300570285400
0592714E;Collège Pierre Mendès France;50.736039039559365;69.0;332;49;13;46.42391795308986348600
0941052H;Collège Fernande Flagon;48.75023862132853;91.2;472;0;0;47.50161516342105563100
0940792A;Collège Jules Ferry;48.73208699336739;79.7;470;0;12;49.73046871442322065000
0030010V;Collège Maurice Constantin Weyer;46.13596769070815;92.0;633;63;10;51.50989019174665254800
0580542Z;Collège Les Loges;46.98487234584173;88.7;376;0;22;50.27819033785550692200
0110666P;Collège le Bastion;43.216445674713256;99.9;566;0;30;50.90241439609104398300
0370071B;Collège la Rabière;47.3463353760834;70.3;286;65;0;49.17580638325625094200
9730237V;Collège Victor Schoelcher (Kourou II);5.155554172459006;78.8;647;0;23;49.92205487523094794300
0931232J;Collège Henri Barbusse;48.940187798731856;87.5;479;60;0;45.18269971440914353900
0050025A;Collège Achille Mauzan;44.565891797666836;105.1;520;54;12;49.42775146041063098300
0572487U;Collège François Rabelais;49.1629203433612;77.4;346;0;0;48.28933846337570674400
0931429Y;Collège Jean Vilar;48.923364768068;78.1;676;0;15;49.43899847050710729700
9710033J;Collège Maryse Condé;16.304903668455466;90.8;50;0;0;39.73078502272581219900
9720495F;Collège Trianon;14.6205289328091;92.2;292;0;0;49.96596690351068421400
0930900Y;Collège Jean-Pierre Timbaud;48.90649611975704;72.9;614;0;0;47.27852714166643619600
0572187T;Collège Alexandre Dreux;49.07671268949892;92.5;342;0;0;46.14673317441746111300
0622428C;Collège Edmond Rostand;50.487227461465054;84.3;436;58;12;43.96033735510528643700
0501525L;Collège la Chaussonnière;48.67889134000722;99.7;300;39;0;52.21549363125582243600
9740027L;Collège de la Ravine des Cabris;-21.288499857914907;79.4;823;0;12;48.92412149879481900700
0780420H;Collège Blaise Pascal;48.82476505570136;92.1;546;52;0;50.99922877797277643700
0750484U;Collège Mozart;48.889576116703815;95.4;296;0;0;45.79033986091312929100
0610056E;Collège Saint-Exupéry;48.436995205925115;93.1;364;0;8;43.41822000918672310000
0761777U;Collège Louise Michel;49.39342787625407;85.9;474;0;14;50.18944943918204227200
0750429J;Collège Roland Dorgelès;48.888241659335435;125.0;385;0;12;46.69903985396695857300
0330103H;Collège Pierre de Belleyme;45.201693775378224;87.7;753;61;16;48.41580291320568153500
0623314R;Collège Simone Signoret;50.48260659356755;79.3;391;0;0;52.06317893034098853300
0930891N;Collège Victor Hugo;48.95966122156272;81.3;534;55;12;46.87314772615361702500
9720012F;Collège Euzhan Palcy;14.712179262486641;97.9;323;30;0;46.65297816229049708600
0121213D;Collège Carco;44.35852006600605;98.2;591;0;23;50.44469617889787154600
0840716X;Collège Vallis Aeria;44.387896326262734;91.5;488;45;0;48.09146867342867002500
0941044Z;Collège Robert Desnos;48.74701182417946;82.3;579;0;0;47.46054778049398542900
0511085C;Collège Robert Schuman;49.25303543854247;87.6;622;0;13;49.62262356812594902200
0781896M;Collège Louis Pasteur;48.99435707581561;74.1;361;0;0;50.25791094673112720600
0755241P;Collège Colette Besson;48.866422144792516;102.5;350;0;11;46.49499634431455369600
0311112R;Collège Toulouse Lautrec;43.629648172251805;88.7;636;52;15;45.41602695483291387300
0690249W;Collège Pierre Valdo;45.779670960163855;79.4;543;0;12;47.12843297394095657100
0490022H;Collège Georges Clemenceau;47.05463607594209;86.0;456;0;12;52.23216072031848780400
0931230G;Collège Elsa Triolet;48.939562046093904;81.9;557;0;0;48.14180865760791862800
0753047E;Collège la Grange aux Belles;48.87798486820767;114.2;380;0;12;52.62761300676375068400
0020030X;Collège Camille Desmoulins;49.904117444645166;78.4;288;64;26;45.89655810453283941400
0951697D;Collège Le Moulin à Vent;49.04770944853642;93.0;647;60;12;47.44039162712555739400
0911146B;Collège Henri Wallon;48.68951802067975;98.0;660;56;0;52.03168844755866236900
0040044B;Collège Maria Borrély;44.09466935826107;93.7;370;0;0;51.25431590498795381700
0770033T;Collège les Capucins;48.550080305154566;81.3;427;0;0;53.02134374098815203800
0631762Y;Collège de la Durolle;45.87241859489041;88.1;340;0;0;50.88252907373772822800
9760369X;Collège de Majicavo;-12.753444067604319;71.1;1752;99;0;50.41175052843259185900
0131704G;Collège Arthur Rimbaud;43.34432893263555;63.4;519;64;12;48.50725481355939911800
0511085C;Collège Robert Schuman;49.25303543854247;87.6;595;0;11;49.62262356812594902200
0160793A;Collège Jean Michaud;45.8877839230066;87.3;166;0;0;49.17592501135997904100
0595277R;Collège Jacques Prévert;50.12524217659558;77.3;466;97;19;47.78740909592806527200
0772090D;Collège Jean Wiener;48.84647493451301;98.5;330;54;13;51.82816849527256243500
0931144N;Collège Jules Michelet;48.90421506495199;84.5;356;0;13;44.84978770621291467900
0921545E;Collège André Malraux;48.92650988510041;84.1;597;37;11;46.68359805268281916400
9730130D;Collège Eugène Nonnon;4.941425734458686;80.3;668;0;11;49.22769851143295364200
0491859E;Collège Trémolières;47.0540823007082;88.4;454;64;24;42.36559020138159610200
0240055E;Collège Dronne-Double;45.199525118279;101.4;166;0;0;48.84029243004338621600
0801264P;Collège Rosa Parks;49.9176396081107;63.9;363;45;25;48.36905871637299377100
0921622N;Collège Auguste Renoir;48.92218539860523;94.1;783;0;0;49.27947369137071903800
9741189Z;Collège Jean Lafosse;-21.269996658546088;68.3;623;0;24;51.18974862664735895900
0860984C;Collège René Descartes;46.81908160594479;92.2;571;63;12;49.50117134926048876000
0280716B;Collège Pierre et Marie Curie;48.73624196070582;78.4;424;60;0;44.05415794929666370900
0755747P;Collège Suzanne Lacore Paris Nord Est;48.89860933146669;93.6;358;0;11;50.76310642457471342500
0931202B;Collège Liberté;48.91372511088723;80.5;569;0;0;47.76805862476083463500
0541471F;Collège Amilcar Zannoni;49.226227106721396;76.3;414;0;0;49.33403080942545088200
0090056M;Collège Joseph-Paul Rambaud;43.11465664048534;93.1;573;0;11;52.85528577631078870200
0110666P;Collège le Bastion;43.216445674713256;99.9;572;0;27;50.90241439609104398300
7200027S;Collège de Luri;42.896769650260076;99.7;121;0;0;53.73684190027512673600
0440311Z;Collège Ernest Renan;47.214555238777194;81.2;440;53;12;49.47520944801568358100
0780187E;Collège Youri Gagarine;48.774680346556735;83.2;448;49;12;52.29034095177476927500
0752556W;Collège Hélène Boucher;48.84781801734053;117.4;429;0;12;46.50262770324787466300
9710022X;Collège du Mont des Accords;18.069452218170497;83.8;789;60;17;46.51467951689315160600
0890937K;Collège Marie Noël;47.97624269014131;87.8;483;0;12;49.16111643727377467200
0931231H;Collège Pierre de Geyter;48.93283839694313;86.0;535;0;0;48.74915638339665348300
0762919K;Collège Jacques-Yves Cousteau;49.27752988759129;78.2;376;0;14;49.66268106782480328400
0951195H;Collège Marcel Pagnol;49.034156074185695;92.5;670;54;11;50.51911314476248352700
0511470W;Collège Maryse Bastié;49.26984549368462;85.9;583;75;24;48.45919560339265247200
0440286X;Collège Claude Debussy;47.20359196670048;73.1;256;0;0;50.12182766029223801000
0301013N;Collège Jean Moulin;44.13184496996523;72.6;366;56;31;48.00731840988075286000
0350708E;Collège Paul Féval;48.53894707804135;90.1;484;98;12;45.73023521727784010600
0330163Y;Collège Élie Faure;44.84251417619523;87.9;455;47;15;47.27811051619680570400
0840758T;Collège Frédéric Mistral;43.94704107997609;86.7;530;0;0;55.44937281813540377700
0541288G;Collège Vauban;49.520430343173885;83.4;424;0;9;46.52099850656997128500
0010974D;Collège Victoire Daubié;46.20705911951749;89.6;481;107;12;50.79538251006778526100
0251127P;Collège Voltaire;47.22076167605895;82.0;618;0;13;49.84500136890623359000
0382174G;Collège Savaldor Allende;45.612403028149586;87.4;808;105;15;47.75200609207384110200
9730206L;Collège Just Hyasine;5.013046631785412;82.0;742;0;25;48.86224725148365799500
0100807Y;Collège Pierre Brossolette;48.30525848042421;82.4;440;46;8;46.78917017543310910400
9760230W;Collège de M'Tsamboro;-12.68412404777842;70.4;1377;70;16;49.49730652166024646800
0761949F;Collège Fernand Léger;49.429034473147595;81.2;505;0;12;50.14349556808992425300
0331888Y;Collège du Val de Saye;45.139329958860735;91.8;607;0;14;48.98311231006890656500
9720021R;Collège Belle étoile;14.676934247872456;101.4;543;61;13;46.26354935374674792000
9730125Y;Collège Henri Agarande (Kourou I);5.16503496121208;78.4;706;145;18;50.94851534199220489600
0931723T;Collège Langevin Wallon;48.879737638127416;87.4;478;0;14;50.33691647650464103200
0132496T;Collège Honoré Daumier;43.4124157996639;94.8;402;0;0;49.85856009738029194300
9720052Z;Collège Julia Nicolas;14.605006324249858;77.5;321;0;19;49.05007707904108903800
0090490J;Collège Louis Pasteur;42.923099607067826;94.0;215;0;13;48.89237912783764274900
0692342W;Collège Alain;45.696744263891354;71.8;716;60;13;49.52878595334820698400
0620119T;Collège Pierre et Marie Curie;50.43556699322092;78.5;606;50;0;50.93339698268929383900
0511256N;Collège les Indes;48.72877575805801;87.0;381;60;12;45.81379793593292441600
0601821D;Collège Emile Lambert;49.292149071415714;93.6;460;0;10;48.24297388193221435100
9740811N;Collège Terre Sainte;-21.346637433006148;80.6;555;51;21;47.56801840034800885500
0622428C;Collège Edmond Rostand;50.487227461465054;84.3;470;57;14;43.96033735510528643700
0711294W;Collège du Vallon;46.959719265351794;91.8;383;56;14;46.83427964630402591000
9730374U;Collège Antoine Sylvère Felix;4.92306509984753;82.9;812;105;25;47.99670893539210455800
0691799F;Collège Louis Aragon;45.68991129669038;82.2;496;52;10;47.23825794029537639200
0941042X;Collège Dorval;48.743915400557626;90.9;560;0;12;50.45361930268798569300
0300141R;Collège Condorcet;43.827660839768605;67.7;554;88;11;47.82689674191827801300
0541578X;Collège des Trois Frontières;49.527375055269054;83.2;444;0;0;50.82691965385623151800
0940551N;Collège Eugène Chevreul;48.77532804779816;94.3;569;57;0;47.78758570713105583100
0593488W;Collège Lamartine;50.158508690819055;88.8;489;63;15;47.22966190965593670400
0681284B;Collège Wolf;47.759861218573754;67.9;490;0;0;45.66937644280193404100
9720083H;Collège Petit Manoir;14.612497731208448;101.0;441;0;38;49.97627964808027352400
0332768E;Collège Aliénor d'Aquitaine;44.82935744008306;118.4;816;0;14;52.21861127476603655300
0680009R;Collège Pfeffel;48.08391701780884;74.8;536;0;20;47.44234151936465449900
0951196J;Collège Voltaire;48.99692982386705;75.0;610;0;15;47.55201073224069604800
0672459J;Collège Erasme;48.59165836495628;70.4;330;78;13;47.84526129733703195100
0311319R;Collège Louisa Paulin;43.470537081314674;92.0;691;77;0;49.44379615221180511700
0750575T;Collège Sonia Delaunay;48.88593403764282;92.4;407;0;12;49.04850200605789710200
0730904L;Collège Combe de Savoie;45.66598411736003;93.8;621;67;16;51.73463484125654533300
0762133F;Collège Pablo Picasso;49.377864194569106;87.5;436;0;0;48.11164831057291861300
0622434J;Collège Roger Salengro;50.727617613334296;88.4;455;0;10;51.19107917659404249600
9740595D;Collège Jules Reydellet;-20.883783915109806;76.7;482;0;12;48.12931947381527003400
0801373H;Collège Jules Verne;49.90424531712562;96.5;583;38;14;49.25080243976617314000
9710023Y;Collège Bébel;16.324429988614693;89.7;490;59;26;51.26355150675424176800
0572166V;Collège Paul Valéry;49.10919627118946;88.4;592;48;14;51.58447700956003880100
0931005M;Collège Pierre Curie;48.89208184374728;83.6;528;0;9;48.47614577786278151000
0940581W;Collège Jean Moulin;48.774311108658466;90.7;451;0;0;51.81480891759037524100
0700788B;Collège André Masson;47.88494769327435;84.5;346;0;0;48.34305483511782095100
0941021Z;Collège Paul Langevin;48.78810220956382;88.9;422;0;12;52.68271875968257099300
9740702V;Collège Hubert Delisle;-21.032460287583415;77.4;591;120;27;44.90785189946114218900
0761954L;Collège Gustave Courbet;49.5071231343554;83.8;465;59;12;47.48275269031426922400
0131262B;Collège Jacques Prévert;43.325958622791504;71.5;485;83;12;44.98373614599237266600
9740083X;Collège Amiral Pierre Bouvet;-21.04490310971959;71.5;522;0;12;49.16773164953685494200
0370041U;Collège Jules Michelet;47.38429543035467;96.0;396;0;12;48.57751957291785927900
0692578C;Collège Gabriel Rosset;45.72973322700155;82.8;622;0;9;49.51819460219276157100
0020067M;Collège Condorcet;49.83633842228259;88.8;350;64;25;42.67953826409772790600
0931226C;Collège Pablo Neruda;48.96370244417755;79.2;721;54;0;45.86770361965098249200
0671692A;Collège Solignac;48.547437169091694;70.3;333;58;14;45.11564110912936093600
0061129V;Collège Jules Romains;43.67792616163958;69.9;466;0;13;49.50889921742207279200
0131932E;Collège Longchamp;43.30251976133512;106.0;876;0;0;49.83473675529851348500
0952128X;Collège Georges Charpak;49.02629898419496;75.8;505;0;12;48.02587246006633663100
0301211D;Collège Le Bosquet;44.15571224620921;95.7;510;95;0;50.48353141149290464500
0761703N;Collège Albert Camus;49.926466699932085;74.7;245;46;13;48.58521059771482376800
0597115N;Ecole européenne Lille Métropole Jacques Delors - niveau collège et lycée;50.66219072832191;149.6;74;0;0;48.07134188855960378000
0860799B;Collège Jules Verne;46.595747066157315;80.5;547;0;0;52.23999214701241276000
0595168X;Collège Maxence Van Der Meersch;50.681280837629195;68.4;519;0;0;50.31578554562403928600
0370041U;Collège Jules Michelet;47.38429543035467;96.0;418;0;0;48.57751957291785927900
0761954L;Collège Gustave Courbet;49.5071231343554;83.8;462;54;12;47.48275269031426922400
0801443J;Collège Maréchal Leclerc de Hauteclocque;49.841637398349576;81.2;235;0;0;50.82418050890358544400
9730380A;Collège Achmat Kartadinama (Grand-Santi);4.276021260911382;71.6;484;53;9;49.96654956880920887000
0260978X;Collège Marcel Pagnol;44.94406940183675;93.5;613;57;0;51.41704891018660058000
0762679Z;Collège Jacques Brel;49.30962946567946;88.9;326;48;12;47.89856826361003029900
0810787R;Collège Victor Hugo;44.05095738076171;89.9;391;0;14;47.37723272765696459700
0931883S;Collège René Cassin;48.89900547863601;77.8;343;0;13;49.81452140675112465500
0920592U;Collège Moulin Joly;48.92818035945525;88.6;565;0;12;50.28512700741094355900
0311325X;Collège Voltaire;43.60806506153154;87.5;351;69;0;51.11638515438251634100
0691645N;Collège Faubert;45.991086928968;80.6;461;0;13;47.28577760916998710200
0771567K;Collège Paul Eluard;48.40066590235061;97.1;669;85;12;49.09470173803531254900
0691498D;Collège Maria Casarès;45.81816139480754;76.7;604;0;12;47.43618721406056536400
0371248F;Collège André Malraux;47.39745126789944;105.6;386;0;10;48.46037315217819250100
0511802G;Collège Georges Braque;49.22324921302735;72.4;331;0;24;51.04810131776792061300
0141553M;Collège Stephen Hawking;49.15728610302962;92.5;441;0;15;52.89872554311601648200
0755000C;Collège Thomas Mann;48.82891797678627;98.3;514;0;0;50.21111627946220476800
0752694W;Collège Camille Claudel;48.82057696005296;91.3;400;0;0;47.34825628001681872400
0771656G;Collège Arche Guédon;48.85027531586813;100.0;469;59;12;48.27054338962113812200
0780720J;Collège Alexandre Dumas;48.76999134343561;114.8;622;0;13;47.34589839058437497400
0623314R;Collège Simone Signoret;50.48260659356755;79.3;410;0;0;52.06317893034098853300
0110026U;Collège Jules Ferry;43.178945456593006;96.5;607;62;0;49.28964903224067003900
0941042X;Collège Dorval;48.743915400557626;90.9;499;0;13;50.45361930268798569300
0941040V;Collège Emile Zola;48.768199454529935;82.5;470;0;0;53.20339118765312621400
0601177D;Collège Jean-Jacques Rousseau;49.25038471151;75.0;755;60;13;48.91766287996967431700
9741189Z;Collège Jean Lafosse;-21.269996658546088;68.3;611;0;22;51.18974862664735895900
0840018N;Collège Paul Gauthier;43.841638031337595;73.9;385;90;15;47.82612976825791938300
0341364Y;Collège Gérard Philipe;43.59734339584085;82.7;461;0;12;42.78421338471790529600
0511474A;Collège Pierre Gilles de Gennes;48.71230434278272;85.4;345;0;12;48.76323557488215640500
0180037T;Collège Edouard Vaillant;47.22901276343106;75.4;509;0;11;46.50253027577735126000
0911729K;Collège des Pyramides;48.634135345991254;78.0;638;0;12;52.51310381944601344400
0931709C;Collège Henri Wallon;48.9113525929103;78.5;410;0;0;47.24083791343378369900
9740620F;Collège Michel Debré;-21.217926638351067;75.1;796;0;19;45.39694796612876906800
0771420A;Collège Beaumarchais;48.94874387341907;75.3;493;58;13;49.37603346252141953700
9760368W;Collège de Kwalé;-12.80548562549363;59.6;1342;103;30;50.02697596069002660600
0881146T;Collège Georges Clémenceau;48.17907491377789;106.9;622;60;24;44.51454769659834317500
0780720J;Collège Alexandre Dumas;48.76999134343561;114.8;630;0;13;47.34589839058437497400
0594533G;Collège Voltaire;50.314703750485606;74.8;488;0;5;51.59585215210785645400
0951993A;Collège Martin Luther King;49.00527386757813;68.5;599;0;12;50.06313885654757375300
0040013T;Collège Le Mont d'Or;43.83528869404598;88.6;308;0;11;48.72980524114450855400
0941033M;Collège Jean Perrin;48.79558974328478;86.6;484;61;0;46.45191669702839663800
0381810L;Collège Gérard Philipe;45.1998522454648;84.4;415;57;14;50.61635715875039557200
0762287Y;Collège Georges Cuvier;49.75766566602425;91.0;303;0;0;50.39204305588116741000
0950900M;Collège Anatole France;48.98068018704452;67.4;340;0;12;51.41499106691240371100
9730020J;Collège Auxence Contout;4.937997093332722;74.5;929;92;34;49.59309844858618112200
0131261A;Collège Auguste Renoir;43.32773029636164;71.2;398;0;13;47.38606513054636519300
0440311Z;Collège Ernest Renan;47.214555238777194;81.2;426;54;12;49.47520944801568358100
